DESCRIPCION|CODCIE9_1|CODCIE9_2|URGENCIA
ADENOCA INTESTINO GRUESO(ESTADIO B)|159.0||0
ADENOCA MAMA ESTADIO IIB|174.9||0
ADENOCA. PANCREAS|157.9||0
ADENOCA PROSTATA|185||0
ADENOCA PROSTATICO|185||0
ADENOCA.DE PROSTATA INTERVENIDO|185|V67.0|0
ADENOCARCI. RENAL (T. DE GRAWITZ)|189.0||0
ADENOCARCI.DE PROSTATA|185||0
ADENOCARCINOMA COLOIDE|199.1||0
ADENOCARCINOMA COLON|153.9||0
ADENOCARCINOMA DE CELULAS CLARAS|199.1||0
ADENOCARCINOMA DE CIEGO ESTADIO III B2|153.4||0
ADENOCARCINOMA DE CIEGO ESTADIO III,B2|153.4||0
ADENOCARCINOMA DE COLON|153.9||0
ADENOCARCINOMA DE COLON INTERVENIDO|153.9|V67.0|0
ADENOCARCINOMA DE ENDOMETRIO|182.0||0
ADENOCARCINOMA DE ENDOMETRIO EST IA|182.0||0
ADENOCARCINOMA DE ENDOMETRIO ESTADIO IA|182.0||0
ADENOCARCINOMA DE ESOFAGO|150.9||0
ADENOCARCINOMA DE FORNIX GASTRICO|151.3||0
ADENOCARCINOMA DE MAMA|174.9||0
ADENOCARCINOMA DE MAMA (INT.QCA)|174.9|V67.0|0
ADENOCARCINOMA DE OVARIO|183.0||0
ADENOCARCINOMA DE PROSTATA|185||0
ADENOCARCINOMA DE PROSTATA, LOBULO IZDO|185||0
ADENOCARCINOMA DE RECTO|154.1||0
ADENOCARCINOMA DE RECTO GRADO II, B2.|154.1||0
ADENOCARCINOMA DE SIGMA|153.3||0
ADENOCARCINOMA DE SIGMA ESTADIO B2|153.3||0
ADENOCARCINOMA DE SIGMA INTERVENIDO|153.3|V67.0|0
ADENOCARCINOMA DE VESICULA|156.0||0
ADENOCARCINOMA ENDOMETRIAL.|182.0||0
ADENOCARCINOMA ENDOMETROIDE GRADO II|199.1||0
ADENOCARCINOMA GASTRICO|151.9||0
ADENOCARCINOMA GASTRICO TIPO III|151.9||0
ADENOCARCINOMA OVARIO|183.0||0
ADENOCARCINOMA PROSTATA|185||0
ADENOCARCINOMA PROSTATA.|185||0
ADENOCARCINOMA PULMONAR|162.9||0
ADENOCARCINOMA PULMONAR DERECHO|162.9||0
ADENOCARCINOMA RENAL|189.0||0
ADENOCARCINOMA. RENAL (T. DE GRAWITZ)|189.0||0
ADENOCARCINOMA SIGMA|153.3||0
ADENOCARCINOMA ULCERADO DE COLON|153.9||0
ADENOCARCINOMA VAGINA|184.0||0
ADENOIDECTOMIA|V67.0||0
ADENOIDECTOMIA DE PROSTATA.|V67.0||0
ADENOIDECTOMIZADA|V67.0||0
ADENOIDES|474.9||0
ADENOIDES;PENDIENTE DE CIRUGIA|474.9||0
ADENOIDITIS|474.0||0
ADENOMA CEL BASALES TUBULAR PAROTIDA D,|210.2||0
ADENOMA CELULAS BASALES TUBULAR PAROTIDA D,|210.2||0
ADENOMA COLON|211.3||0
ADENOMA DE HIPOFISIS|227.3||0
ADENOMA DE PROSTATA|600||0
ADENOMA DE PROSTATA.|600||0
ADENOMA DE PROSTATA II (ALTA)|600||0
ADENOMA DE PROSTATA INTERVENIDO|V67.0||0
ADENOMA DE PROSTATA INTERVENIDO 1989|V67.0||0
ADENOMA FOLICULAR DE TIROIDES|226||0
ADENOMA GRADO II|229.9||0
ADENOMA GRADO III|229.9||0
ADENOMA HIPOFISARIO|227.3||0
ADENOMA HIPOFISARIO INTERVENIDO|V67.0||0
ADENOMA MAMARIO|217||0
ADENOMA PROSTATA|600||0
ADENOMA PROSTATA EN ESPERA INTERVENCION|600||0
ADENOMA PROSTATA GRADO 1|600||0
ADENOMA PROSTATA NO OPERABLE|600||0
ADENOMA PROSTATA OPERADO 1998|V67.0||0
ADENOMA PROSTATICA.|600||0
ADENOMA PROSTATICO|600||0
ADENOMA PROSTATICO II-III|600||0
ADENOMA PROSTATICO INTERVENIDO|V67.0||0
ADENOMA SEBACEO|216.9||0
ADENOMA VELLOSO|238.9||0
ADENOMA VELLOSO INTERVENIDO|V67.0||0
ADENOMA VELLOSO INTERVENIDO 99|V67.0||0
ADENOMA VELLOSO SIGMA.RESECCION|235.2|V67.0|0
ADENOMA VELLOSO(POLIPECTOMIA)|V67.0||0
ADENOMAS|229.9||0
ADENOMAS VELLOSOS|238.9||0
ADENOMECTOMIA DE PROSTATA TRANSVESICAL|V67.0||0
ADENOMECTOMIA PROSTATICA|V67.0||0
ADENOMEGALIA|785.6||0
ADENOMEGALIA ADHERIDA|785.6||0
ADENOMEGALIA SUBMAXILAR|785.6||0
ADENOMEGALIAS|785.6||0
ADENOMIOSIS|617.0||0
ADENOPATIA|785.6||0
ADENOPATIA|785.6||1
ADENOPATIA AXILA DERECHA|785.6||0
ADENOPATIA BILATERAL LATEROCERVICAL|785.6||0
ADENOPATIA CADENA YUGULAR DERECHA|785.6||0
ADENOPATIA CERVICAL|785.6||0
ADENOPATIA CERVICAL.|785.6||0
ADENOPATIA DOLOROSA|785.6||0
ADENOPATIA EN CUELLO|785.6||0
ADENOPATIA EN ESTUDIO|785.6||0
ADENOPATIA EN RECONOCIMIENTO EMPRESA|785.6||0
ADENOPATIA INFRAAURICULAR|785.6||0
ADENOPATIA INFRAMANDIBULAR|785.6||0
ADENOPATIA INGUINAL|785.6||0
ADENOPATIA INGUINAL DERECHA.|785.6||0
ADENOPATIA LATEROCERVICAL.|785.6||0
ADENOPATIA LATERO-CERVICAL IZQ|785.6||0
ADENOPATIA LATEROCERVICAL IZQUIERDA|785.6||0
ADENOPATIA MAMA DERECHA|785.6||0
ADENOPATIA MANDIBULA POR CARIES|785.6|521.0|0
ADENOPATIA MANDIBULAR|785.6||0
ADENOPATIA METASTASICA|196.9||0
ADENOPATIA METASTASICA EN CUELLO|196.0||0
ADENOPATIA OCCIPITAL|785.6||0
ADENOPATIA PREAURICULAR|785.6||0
ADENOPATIA RETROAURICULAR|785.6||0
ADENOPATIA RETROAURICULAR.|785.6||0
ADENOPATIA RETROAURICULAR IZQ.|785.6||0
ADENOPATIA SUBAURICULAR|785.6||0
ADENOPATIA SUBMANDIBULAR|785.6||0
ADENOPATIA SUBMANDIBULAR DERECHA|785.6||0
ADENOPATIA SUBMANDIBULAR IZQUIERDA|785.6||0
ADENOPATIA SUBMANDIBULAR UNILATERAL|785.6||0
ADENOPATIA SUBMAXILAR|785.6||0
ADENOPATIA SUPRACLAVICULAR|785.6||0
ADENOPATIA SUPRACLAVICULAR IZQ|785.6||0
ADENOPATIA TRAS FLEMON|785.6||0
ADENOPATIAS|785.6||0
ADENOPATIAS.|785.6||0
ADENOPATIAS CERVICALES|785.6||0
ADENOPATIAS EN ESTUDIO|785.6||0
ADENOPATIAS ESCALENOS|785.6||0
ADENOPATIAS HILIARES|785.6||0
ADENOPATIAS INESPECIFICAS|785.6||0
ADENOPATIAS INGUINALES|785.6||0
ADENOPATIAS INGUINALES BILATERALES|785.6||0
ADENOPATIAS LATEROCERVICALES|785.6||0
ADENOPATIAS LATEROCERVICALES BILATERALES|785.6||0
ADENOPATIAS PREAURICULAR DERECHA|785.6||0
ADENOPATIAS RETROAURICULARES|785.6||0
ADENOPATIAS RETROPERITONEALES|785.6||0
ADHERENCIA DE ASA INTESTINAL A LECHO VESICULAR|568.0||0
ADHERENCIA MUCOSA EN FARINGE|478.29||0
ADHERENCIA PREPUCIAL|605||0
ADHERENCIAS CICATRIZ LAPAROTOMIA|701.4|568.0|0
ADHERENCIAS POSTINTERVENCION|568.0||0
ADHESION MUCOSA EN FARINGE|478.29||0
ADICCION A DROGAS|304.90||0
ADICCION A DROGAS VIA PARENTERAL|304.90||0
ADICCION AL CHINE|304.70||0
ADICTO A DROGAS VIA PARENTERAL|304.90||0
ADINAMIA|359.3||0
ADINAMIA POSTANEMIA FERROPENICA|359.3||0
ADMINISTRACION|V68.9||0
ADMINISTRATIVO|V68.9||0
ADMINISTRATIVO, IT|V68.9||0
ADORMECIMIENTO DIURNO|780.55||0
ADORMECIMIENTO MANOS|782.0||0
A.D.V.P|304.90||0
ADVP|304.90||0
ADVP EN DESINTOXICACION|304.93||0
AEROCOLIA|569.89||0
AEROFAGIA|787.3||0
AEROFAGIA.|787.3||0
AEROFAGIA CON IBUPROFENO.|787.3|E935.6|0
AEROFAGIA CRONICA|787.3||0
AEROFAGIA Y DISPEPSIA GASTRICA|536.8||0
AEROFAGIA Y ESTREÑIMIENTO|787.3|564.0|0
AEROFAGIA Y METEORISMO|787.3||0
AEROSOLES POR BRONQUITIS ASMATICA|493.90||0
AEROSOLES POR TOS PERSISTENTE|786.2||0
AFAQUIA OJO IZQ|379.31||0
AFAQUIA QUIRURGICA|379.31||0
AFASIA|784.3||0
AFASIA SENSITIVO-MOTORA|784.3||0
AFASIA SENSITIVOMOTORA|784.3||0
AFECT. DE AGUJERO DE CONJUNCION C5-C6|723.9||0
AFECTAC. MACULA O.I.|362.50||0
AFECTACION ESCAPULO HUMERAL 2ª A ADENOCARCINOMA|198.5||0
AFECTACION NERVIO OPTICO IZQ.|377.9||0
AFECTACION PARAMACULAR|362.50||0
AFECTACION V Y VI PARES CRANEALES|350.9|378.54|0
AFECTACION VERTEBRAL. QCA|V67.0||0
AFECT.HEPATOCELULAR ANALITICA|573.9||0
AFONIA|784.41||0
AFONIA|784.41||1
AFONIA AGUDA|784.41||0
AFONIA LARGA DURACION|784.41||0
AFONIA LEVE|784.41||0
AFONIA PERSISTENTE|784.41||0
AFONIA RECIDIVANTE|784.41||0
AFTA|112.0||0
AFTA BOCA|528.2||0
AFTA BUCAL|528.2||0
AFTA EN BASE LENGUA INFECTADA|528.2||0
AFTA EN LABIO|528.2||0
AFTA EN UVULA|528.2||0
AFTA LABIAL|528.2||0
AFTA LABIAL INFERIOR|528.2||0
AFTA LINGUAL|528.2||0
AFTA ORAL|528.2||0
AFTA SUBLIGUAL.|528.2||0
AFTAS|528.2||0
AFTAS BOCA|528.2||0
AFTAS BUCAL|528.2||0
AFTAS BUCALES|528.2||0
AFTAS BUCALES|528.2||1
AFTAS BUCALES.|528.2||0
AFTAS BUCALES CATAMENIALES|528.2||0
AFTAS BUCALES RECURRENTES|528.2||0
AFTAS LINGUALES|528.2||0
AFTAS MAYORES|528.2||0
AFTAS MICOTICAS EN AMIGDALAS|112.89||0
AFTAS MUCOSA BOCA|528.2||0
AFTAS ORALES|528.2||0
AFTAS ORALES.|528.2||0
AFTAS ORALES MULTIPLES POR PROTESIS|528.2|V43.83|0
AFTAS RECIDIVANTES|528.2||0
AFTOSA BUCALES|528.2||0
AFTOSIS LINGUAL|528.2||0
AFTOSIS MAYOR|528.2||0
AFTOSIS ORAL|528.2||0
AFTOSIS ORAL RECIDIVANTE|528.2||0
AGENESIA DE RIÑON|753.0||0
AGENESIA DE RIÑON DERECHO|753.0||0
AGENESIA RENAL|753.0||0
AGENESIA RENAL DERECHA|753.0||0
AGENESIA RENAL IZQUIERDA|753.0||0
AGENESIA SENO FRONTAL IZQUIERDO|744.8||0
AGORAFOBIA CON PANICO|F40.01||0
AGORAFOBIA SIN PANICO|F40.00||0
AGOTAMIENTO FISICO|780.7||0
AGOTAMIENTO POR EXCESO LABORAL|780.7||0
AGRAVAMIENTO CUADRO DEPRESIVO|311||0
AGRAVAMIENTO DEPRESION|311||0
AGUDEZA VISUAL|V72.0||0
AGUDIZACION ASMA BRONQUIAL|493.91||0
AGUDIZACION BRONQUITIS CRONICA|491.21||0
AGUDIZACION DE ASMA|493.91||0
AGUDIZACION DE BRONQUITIS CRONICA|491.21||0
AGUDIZACION DE EPOC|491.21||0
AGUDIZACION DEL ASMA|493.91||0
AGUDIZACION DEL ASMA.|493.91||0
AGUDIZACION E.P.O.C.|491.21||0
AGUDIZACION EPOC|491.21||0
AGUDIZACION TRASTORNO DEPRESIVO|311||0
AGUJERO MACULAR|362.54||0
AGUJERO MACULAR OJO IZDO|362.54||0
AHOGAMIENTO Y SUMERSION NO FATAL (CASI AHOGAMIENTO)|994.1||1
AHORCAMIENTO|E953.0||1
A.I.T.|435.9||0
AIT|435.9||0
AIT.|435.9||0
AIT DE REPETICION|435.9||0
AIT EN 1994|435.9||0
AIT- (ENCEFALOPATIA HIPERTENSIVA)|435.9|437.2|0
AIT HEMISFERICO IZQ.|435.9||0
AIT HEMISFERICO IZQUIERDO|435.9||0
AIT HEMISFERIO DCHO|435.8||0
AIT SECUNDARIO A CRISIS HIPERTENSIVA|435.9|401.9|0
A.I.TRANSITORIO|435.9||0
A.I.T.SILVIANO DERECHO|435.8||0
AIT.TERRITORIO CAROTIDEO IQDO|435.9||0
AJUSTE MEDICACION ANTIDIABETICA|250.00||0
ALBUMINURIA|791.0||0
ALBUMINURIA MANTENIDA|791.0||0
ALCOHOLISMO DEL MARIDO|V61.41||0
ALCOHOLISMO FAMILIAR|V61.41||0
ALDOSTERONISMO|255.1||0
ALERGIA|V15.0||0
ALERGIA.|V15.0||0
ALERGIA A  PENICILINA|V14.0||0
ALERGIA A ACAROS|477.8||0
ALERGIA A ACAROS.|477.8||0
ALERGIA A ACAROS DE POLVO DOMESTICO|477.8||0
ALERGIA A ACAROS DEL POLVO|477.8||0
ALERGIA A ACAROS DEL POLVO DOMESTICO|477.8||0
ALERGIA A ACAROS DEL POLVO Y POLEN|477.8||0
ALERGIA A ACAROS DEL POLVO Y POLENES|477.8||0
ALERGIA A ACAROS Y MOHOS|477.8||0
ALERGIA A ACAROS Y OLIVO|477.8||0
ALERGIA A ACAROS Y PELO DE GATO|477.8||0
ALERGIA A ACAROS Y POLEN|477.8||0
ALERGIA A ACAROS Y POLEN DE OLIVO|477.8||0
ALERGIA A ACAROS Y POLENES|477.8||0
ALERGIA A ACAROS,FLORES Y GRAMINEAS|477.8||0
ALERGIA A ACAROS,POLENES Y MOHOS|477.8||0
ALERGIA A ALOPURINOL|V14.8||0
ALERGIA A ANASAKIS|V15.0||0
ALERGIA A ANASAKIS (PARASITO PESCADO)|V15.0||0
ALERGIA A ANTIBIOTICOS|V14.1||0
ALERGIA A CABALLO|477.8||0
ALERGIA A CASPA Y PELOS DE ANIMALES|477.8||0
ALERGIA A CEFALOSPORINAS|V14.1||0
ALERGIA A DIVERSOS POLENES|477.0||0
ALERGIA A EPITELIO DE ANIMALES|477.8||0
ALERGIA A EPITELIO GATO|477.8||0
ALERGIA A GERMENES|477.8||0
ALERGIA A GRAMINEAS|477.0||0
ALERGIA A GRAMINEAS Y OLIVO|477.0||0
ALERGIA A HEMINOPTEROS|V15.0||0
ALERGIA A INSECTOS|V15.0||0
ALERGIA A LA FLOR DEL OLIVO|477.0||0
ALERGIA A LA INSULINA|V14.8||0
ALERGIA A LA PENICILINA|V14.0||0
ALERGIA A LOS ACAROS|477.8||0
ALERGIA A MEDICAMENTO|V14.9||0
ALERGIA A MEDICAMENTOS|V14.9||0
ALERGIA A MEZCLA AMBIENTAL|V15.0||0
ALERGIA A OLIVO|477.0||0
ALERGIA A OLIVO,ACAROS MOHOS|477.8||0
ALERGIA A ORUGAS DEL PINO|477.0||0
ALERGIA A PARIETARIA|V15.0||0
ALERGIA A PENICILINA|V14.0||0
ALERGIA A PIRAZOLONAS|V14.6||0
ALERGIA A PIROXICAN|V14.8||0
ALERGIA A POLEN DE OLIVO|477.0||0
ALERGIA A POLEN OLIVO|477.0||0
ALERGIA A POLENES|477.0||0
ALERGIA A POLENES, ACAROS Y MOHOS|477.8||0
ALERGIA A POLENES ,HONGOS Y ACAROS|477.8||0
ALERGIA A POLENES Y GRAMINEAS|477.0||0
ALERGIA A POLENES,ACAROS,MOHOS Y PERROS|477.8||0
ALERGIA A POLENES,MOHOS Y PELO DE GATO|477.8||0
ALERGIA A POLVO|477.8||0
ALERGIA A POLVO Y OTROS VARIOS ALERGENOS|477.8||0
ALERGIA A PROTEINAS VACUNAS|579.8||0
ALERGIA A SULFAMIDAS|V14.2||0
ALERGIA A VENENO DE ABEJA|V15.0||0
ALERGIA ACAROS|477.8||0
ALERGIA ACAROS, POLEN Y EPITELIO ANIMAL|477.8||0
ALERGIA ACAROS Y POLVO DE CASA|477.8||0
ALERGIA AL LATEX|V15.0||0
ALERGIA AL PELO DE GATO|477.8||0
ALERGIA AL POLEN|477.0||0
ALERGIA AL POLVO|477.8||0
ALERGIA AL POLVO DOMESTICO,POLEN Y GATO|477.8||0
ALERGIA AL TINTE|V15.0||0
ALERGIA ALIMENTARIA|693.1||0
ALERGIA AMBIENTAL|V15.0||0
ALERGIA ANTIBIOTICOS|V14.1||0
ALERGIA AVISPAS|V15.0||0
ALERGIA BRONQUIAL|493.90||0
ALERGIA CONJUNTIVAL|372.14||0
ALERGIA CUTANEA|692.9||0
ALERGIA DE CONTACTO|692.9||0
ALERGIA EN ESTUDIO|V15.0||0
ALERGIA ESTACIONAL|V15.0||0
ALERGIA ESTACIONAL VIAS ALTAS|477.9||0
ALERGIA GRAMINEAS|477.8||0
ALERGIA MEDICAMENTOSA|V14.9||0
ALERGIA MEZCLA AMBIENTAL|V15.0||0
ALERGIA OLIVO|477.0||0
ALERGIA ORUGAS DEL PINO|477.0||0
ALERGIA PENICILINA|V14.0||0
ALERGIA PENICILINA, TERPENOS,|V14.8||0
ALERGIA PESCADO|693.1||0
ALERGIA PICADURA DE AVISPA|V15.0||0
ALERGIA POLEN DE OLIVO|477.0||0
ALERGIA POLINICA|477.0||0
ALERGIA POLINICA AL OLIVO|477.0||0
ALERGIA PRIMAVERAL|477.0||0
ALERGIA RESPIRATORIA|477.9||0
ALERGIA RESPIRATORIA A ACAROS|477.8||0
ALERGIA RESPIRATORIA A GRAMINEAS|477.0||0
ALERGIA RESPIRATORIA A POLENES|477.0||0
ALERGIA RESPIRATORIA A POLENES Y ACAROS|477.8||0
ALERGIA RESPIRATORIA ALTA|477.9||0
ALERGIA RESPIRATORIA NO FILIADA|477.9||0
ALERGIA RESPIRATORIO|477.9||0
ALERGIA SECA DE PIEL|692.9||0
ALERGIA SOLAR|692.70||0
ALERGIA SUBCLINICA A HONGOS|693.1||0
ALERGIA VIAS RESPIRATORIAS|477.9||0
ALERGIAS|V15.0||0
ALERGIAS A ACAROS DEL POLVO Y MOHOS|477.8||0
ALERGIAS DIVERSAS, AUN SIN TIPIFICAR|V15.0||0
ALERGIAS MULTIPLES MEDICAMENTOSAS|V14.8||0
ALERGICA A PENICILINA|V14.0||0
ALERGICO A PENICILINA|V14.0||0
ALERGICO A PENICILINA.|V14.0||0
ALERGICO A RESINAS|V15.0||0
ALERGICO AL CEMENTO|V15.0||0
ALGIA AMBAS CADERAS|719.45||0
ALGIA AMBAS PIERNAS|729.5||0
ALGIA AMBAS RODILLAS|719.46||0
ALGIA AMBOS BRAZOS|729.5||0
ALGIA AMBOS HOMBROS|719.41||0
ALGIA AMBOS MIEMBROS INFERIORES|729.5||0
ALGIA AMBOS OJOS|379.91||0
ALGIA AMBOS PIES|729.5||0
ALGIA ANTEBRAZO IZ|729.5||0
ALGIA ARTICULACION DEDO|719.40||0
ALGIA ARTICULACION INTERFALANGICA|719.40||0
ALGIA ARTICULACION METACARPOFALANGICA|719.44||0
ALGIA ARTICULACION METATARSOFALANGICA|719.47||0
ALGIA BRAZO DCHO|729.5||0
ALGIA BRAZO DERECHO|729.5||0
ALGIA BRAZO IZ|729.5||0
ALGIA BRAZO IZQUIERDO|729.5||0
ALGIA BRAZO IZQUIERDO.|729.5||0
ALGIA CADERA|719.45||0
ALGIA CADERA DCHA|719.45||0
ALGIA CADERA DERECHA|719.45||0
ALGIA CADERA IZ|719.45||0
ALGIA CARA POSTERIOR DE PIERNA IZ|729.5||0
ALGIA CERVICAL|723.1||0
ALGIA CODO|719.42||0
ALGIA CODO DCHO|719.42||0
ALGIA CODO IZ|719.42||0
ALGIA CODOS|719.42||0
ALGIA COLUMNA LUMBOSACRA|724.6||0
ALGIA COSTADO DCHO|786.50||0
ALGIA COSTADO IZ|786.50||0
ALGIA COSTAL|786.50||0
ALGIA COSTAL INESPECIFICA|786.50||0
ALGIA DE ESPALDA|724.5||0
ALGIA DE ORIGEN MUSCULAR|729.1||0
ALGIA DEDO 1º MANO DCHA|729.5||0
ALGIA DORSAL|724.1||0
ALGIA DORSOLUMBAR|724.2||0
ALGIA EN BRAZO IZQUIERDO|729.5||0
ALGIA EN CADERA DERECHA.|719.45||0
ALGIA EN CADERA IZQUIERDA|719.45||0
ALGIA EN ESTERNON|733.90||0
ALGIA EN GLUTEOS.|729.1||0
ALGIA EN MAMA IZQUIERDA|611.71||0
ALGIA EN REGION LUMBAR|724.2||0
ALGIA EN RODILLA A FILIAR|719.46||0
ALGIA EN SACRO|724.6||0
ALGIA EPICONDILO DCHO|733.90||0
ALGIA ESPALDA|724.5||0
ALGIA ESTERNAL|733.90||0
ALGIA ESTERNON|733.90||0
ALGIA FOSA ILIACA DCHA|789.03||0
ALGIA FOSA ILIACA IZ|789.04||0
ALGIA GEMELOS|729.1||0
ALGIA GLUTEO DCHO|729.1||0
ALGIA GLUTEO IZ|729.1||0
ALGIA HEMITORAX DCHO|786.50||0
ALGIA HEMITORAX IZ|786.50||0
ALGIA HIPOCONDRIO DCHO|789.01||0
ALGIA HIPOCONDRIO IZ|789.02||0
ALGIA HOMBRO|719.41||0
ALGIA HOMBRO BILATERAL|719.41||0
ALGIA HOMBRO DCHO|719.41||0
ALGIA HOMBRO DERECHO|719.41||0
ALGIA HOMBRO IZ|719.41||0
ALGIA INTERCOSTAL|786.52||0
ALGIA INTERFALANGICA|719.40||0
ALGIA LUMBAR|724.2||0
ALGIA LUMBOSACRA|724.6||0
ALGIA MAMA DCHA|611.71||0
ALGIA MAMA IZ|611.71||0
ALGIA MAMA IZQUIERDA|611.71||0
ALGIA MANDIBULA|526.9||0
ALGIA METACARPOFALANGICA|729.5||0
ALGIA METACARPOFALANGICA 1º DEDO|719.44||0
ALGIA MIEMBRO INFERIOR DERECHO|729.5||0
ALGIA MIEMBRO INFERIOR IZ|729.5||0
ALGIA MIEMBROS INFERIORES|729.5||0
ALGIA MUÑECA|719.43||0
ALGIA MUÑECA DCHA|719.43||0
ALGIA MUÑECA IZ|719.43||0
ALGIA MUSCULAR.|729.1||0
ALGIA MUSCULO-ESQUELETICO|733.90|729.1|0
ALGIA MUSLO DCHO|729.5||0
ALGIA OMOPLATO|733.90||0
ALGIA OSTEOARTICULAR|719.40||0
ALGIA PARAESTERNAL|786.50||0
ALGIA PELVICA POSTLEGRADO|625.9||0
ALGIA PERIANAL|569.42||0
ALGIA PIE|729.5||0
ALGIA PIE DCHO|729.5||0
ALGIA PIE IZ|729.5||0
ALGIA PIE IZQUIERDO|729.5||0
ALGIA PIERNA DCHA|729.5||0
ALGIA PIERNA IZ|729.5||0
ALGIA POSTFRACTURA CADERA INTERVENIDA|V67.0||0
ALGIA REGION ESTERNAL|733.90||0
ALGIA REGION INGUINAL DCHA|789.09||0
ALGIA REGION LUMBAR IZ|724.2||0
ALGIA REGION LUMBOSACRA|724.6||0
ALGIA RETROESTERNAL|786.50||0
ALGIA RODILLA IZ|719.46||0
ALGIA RODILLA IZQUIERDA|719.46||0
ALGIA RODILLAS|719.46||0
ALGIA SACRO|724.6||0
ALGIA SUPRAPUBICA|789.09||0
ALGIA TOBILLO DCHO|719.47||0
ALGIA TOBILLO DERECHO|719.47||0
ALGIA 5º DEDO PIE IZ|729.5||0
ALGIAS|780.9||0
ALGIAS ARTICULARES|719.40||0
ALGIAS ARTICULARES MMSS|719.49||0
ALGIAS CERVICALES|723.1||0
ALGIAS CERVICALES Y DORSALES|723.1|724.1|0
ALGIAS DIFUSAS|780.9||0
ALGIAS DIVERSAS|780.9||0
ALGIAS EN BRAZOS|729.5||0
ALGIAS EN CADERAS|719.45||0
ALGIAS EN COLUMNA|724.5||0
ALGIAS EN ESPALDA|724.5||0
ALGIAS EN HOMBRO|719.41||0
ALGIAS EN HUECO POPLITEO|729.1||0
ALGIAS EN MSI|729.5||0
ALGIAS EN PIES|729.5||0
ALGIAS EN REG LUMBOSACRA|724.6||0
ALGIAS EN REGION. CERVICAL Y DORSAL|723.1|724.1|0
ALGIAS EN RODILLA|719.46||0
ALGIAS GENERALIZADAS|780.9||0
ALGIAS GENERALIZADAS.|780.9||0
ALGIAS INESPECIFICAS|780.9||0
ALGIAS LUMBARES|724.2||0
ALGIAS MUSCULAR GENERALIZADO|729.1||0
ALGIAS MUSCULARES|729.1||0
ALGIAS MUSCULARES.|729.1||0
ALGIAS MUSCULO ESQUELETICO|733.90|729.1|0
ALGIAS MUSCULOESQUELETICAS|780.9||0
ALGIAS OSTEOMUSCULARES|733.90|729.1|0
ALGIAS PIE|729.5||0
ALGIAS POR DISMINUCION METADONA|780.9|304.93|0
ALGIAS VERTEBRALES|724.5||0
ALIMENTACION POR SONDA GASTROSTOMIA|V44.1||0
ALOPECI A DIFUSA|704.00||0
ALOPECIA|704.8||1
ALOPECIA|704.00||0
ALOPECIA ANDROGENICA|704.00||0
ALOPECIA AREATA|704.01||0
ALOPECIA AREATA.|704.01||0
ALOPECIA AREATA DE LA BARBA|704.01||0
ALOPECIA AREATA EN BARBA|704.01||0
ALOPECIA AREATA O FACTITIA|704.01||0
ALOPECIA AREATA UNIVERSAL|704.09||0
ALOPECIA DIFUSA|704.00||0
ALOPECIA EN CEJAS|704.00||0
ALOPECIA POSTPARTO|704.00||0
ALOPECIA SEBORREICA|704.09||0
ALOPECIA TELOGENICA|704.00||0
ALOPECIA TELOGENICA.|704.00||0
ALOPECIA UNIVERSAL|704.09||0
ALT. EKG|794.31||0
ALT. HORMONAL|259.9||0
ALT MEMORIA ASOCIADA EDAD|780.9||0
ALT, MENOPAUSICAS.|727.9||0
ALT. MENOPAUSICAS|727.9||0
ALT. SENSIBILIDAD EN ZONA BRAQUIAL|782.0||0
ALT. VENTILATORIA OBSTRUCTIVA SEVERA|496||0
ALTA|V68.0||0
ALTA CLINICA DEL HANSEN|030.9||0
ALTA DE ACCIDENTE LABORAL|V68.0||0
ALTA DE GRIPE|487.1||0
ALTA DE IT POR MENINGITIS BACTERIANA|320.9||0
ALTA EN EL 6/6/1999|V68.0||0
ALTA HANSEN|030.9||0
ALTA HOSPITALARIA, HERNIA UMBILICAL|553.1||0
ALTA HOSPITALARIA INTERVENIDA GENU VARO|V67.0||0
ALTA I T|V68.0||0
ALTA INTERVENCION CATARATAS|V45.6||0
ALTA INTERVENIDO TUNEL CARPIANO DECHO|V67.0||0
ALTA IRRITABILIDAD|799.2||0
ALTA IT|V68.0||0
ALTA IT CA MAMA IZQUIERDA|174.9||0
ALTA IT DISFONIA|784.49||0
ALTA IT EPICONDILITIS|726.32||0
ALTA IT GONARTROSIS|715.36||0
ALTA IT HIDROADENITIS|705.83||0
ALTA IT INTER. QUIR. MIOPIA BILATERAL|V45.6||0
ALTA IT LUMBALGIA MECANICA|724.2||0
ALTA IT OTITIS|382.9||0
ALTA IT POR INSPECCION|V68.0||0
ALTA IT PROTUSION DISCAL L4-L5|722.10||0
ALTA IT S.GRIPAL|487.1||0
ALTA L ESGUINCE DE TOBILLO|845.00||0
ALTA L INTERVENCION DE MIOPIA|V45.6||0
ALTA LABORAL|V68.0||0
ALTA LABORAL ABCESO PERIANAL|566||0
ALTA LABORAL COLECISTECTOMIA|V67.0||0
ALTA LABORAL E INFORME MATERNAL|V68.0||0
ALTA LABORAL INSPECION MEDICA|V68.0||0
ALTA LABORAL POR INSPECCION|V68.0||0
ALTA LABORAL POR PROPUESTA DE INCAPACIDAD|V68.0||0
ALTA LABORAL VOLUNTARIA|V68.0||0
ALTA MATERNAL|V68.0||0
ALTA MEDICA|V68.0||0
ALTA MEDICA LABORAL|V68.0||0
ALTA POR INSPECCION|V68.0||0
