PRES_CODIGO|PRES_DESCRIPCION
545746|SONDA VESICAL SILICONA B.5-10 ML HOMBRE 22 (CH), 1 UNIDAD
545747|SONDA VESICAL SILICONA B.5-10 ML HOMBRE 24 (CH), 1 UNIDAD
545748|SONDA VESICAL SILICONA B.5-10 ML HOMBRE 26 (CH), 1 UNIDAD
545749|APOSITOS ADHESIVOS FILTROS LARINGECTOMIA, 20 UNIDADES
545750|APOSITOS B OSTOM RES SINT MIC ACOPLAM ADH, 5 UNIDADES
545751|SONDA VESICAL BAJA FRICCION NELATON MUJER 10 (CH), 25 UNIDADES
545752|SONDA VESICAL BAJA FRICCION NELATON MUJER 12 (CH), 25 UNIDADES
545753|SONDA VESICAL BAJA FRICCION NELATON MUJER 14 (CH), 25 UNIDADES
545754|SONDA VESICAL BAJA FRICCION TIEMAN HOMBRE 10 (CH), 60 UNIDADES
545755|SONDA VESICAL BAJA FRICCION TIEMAN HOMBRE 12 (CH), 60 UNIDADES
545756|SONDA VESICAL BAJA FRICCION TIEMAN HOMBRE 14 (CH), 60 UNIDADES
545757|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 8 (CH), 60 UNIDADES
545758|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 10 (CH), 25 UNIDADES
545759|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 10 (CH), 60 UNIDADES
545760|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 12 (CH), 25 UNIDADES
545761|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 12 (CH), 60 UNIDADES
545762|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 14 (CH), 25 UNIDADES
545763|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 14 (CH), 60 UNIDADES
545764|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 16 (CH), 25 UNIDADES
545765|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 16 (CH), 60 UNIDADES
545766|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 18 (CH), 25 UNIDADES
545767|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 18 (CH), 60 UNIDADES
545768|SONDA VESICAL BAJA FRICCION NELATON HOMBRE 22 (CH), 60 UNIDADES
545769|APOSITOS BOLSAS OSTOMIA RESINA NAT O KARAYA, 1 UNIDAD
545770|APOSITO DE HIDROCOLOIDE / GRANULADO 6 (G), 1 UNIDAD
545771|APOSITO DE HIDROCOLOIDE / GRANULADO 15 (G), 5 UNIDADES
545772|APOSITO DE COLAGENO / POLVO 1 (G), 3 UNIDADES
545773|APOSITO DE COLAGENO / POLVO 1 (G), 5 UNIDADES
545774|APOSITO DE ALGINATO 5X5 (CM), 3 UNIDADES
545775|APOSITO DE ALGINATO 10X10 (CM), 3 UNIDADES
545777|APOSITO DE ALGINATO 10X20 (CM), 3 UNIDADES
545778|APOSITO DE ALGINATO 15X15 (CM), 3 UNIDADES
545780|APOSITO DE ALGINATO C/ ZN/ MN/ CA 10X10 (CM), 3 UNIDADES
545781|SONDA VESICAL BAJA FRICCION NELATON PEDIATRICA 6 (CH), 25 UNIDADES
545782|SONDA VESICAL BAJA FRICCION NELATON PEDIATRICA 8 (CH), 25 UNIDADES
545783|SONDA VESICAL BAJA FRICCION NELATON PEDIATRICA 10 (CH), 25 UNIDADES
545784|APOSITOS BOLSAS OSTOM ARO RESINA SINT MICROPORO, 5 UNIDADES
545785|APOSITO DE HIDROFIBRA C/ ALGINATO 15X15 (CM), 3 UNIDADES
545787|APOSITO DE HIDROFIBRA 5X5 (CM), 3 UNIDADES
545788|SONDA VESICAL BAJA FRICCION NELATON ADOLESCENTE 6 (CH), 60 UNIDADES
545789|SONDA VESICAL BAJA FRICCION NELATON ADOLESCENTE 8 (CH), 60 UNIDADES
545790|SONDA VESICAL BAJA FRICCION NELATON ADOLESCENTE 10 (CH), 60 UNIDADES
545791|SONDA VESICAL BAJA FRICCION NELATON ADOLESCENTE 12 (CH), 60 UNIDADES
545792|APOSITO MALLA C/ PLATA 5X5 (CM), 3 UNIDADES
545793|APOSITO MALLA C/ PLATA 10X10 (CM), 3 UNIDADES
545794|APOSITO MALLA C/ PLATA 10X20 (CM), 3 UNIDADES
545795|APOSITO MALLA C/ PLATA 15X15 (CM), 3 UNIDADES
545796|APOSITO DE HIDROCOLOIDE C/B 5X5 (CM), 3 UNIDADES
545797|APOSITO DE HIDROCOLOIDE C/B 5X10 (CM), 3 UNIDADES
545798|APOSITO DE HIDROCOLOIDE C/B 10X10 (CM), 3 UNIDADES
545799|APOSITO DE HIDROCOLOIDE C/B 10X12 (CM), 3 UNIDADES
545800|APOSITO DE HIDROCOLOIDE C/B 10X15 (CM), 3 UNIDADES
545801|APOSITO DE HIDROCOLOIDE C/B 14X14 (CM), 3 UNIDADES
545802|APOSITO DE HIDROCOLOIDE C/B 15X15 (CM), 3 UNIDADES
545806|APOSITO DE HIDROCOLOIDE 5X5 (CM), 3 UNIDADES
545807|APOSITO DE HIDROCOLOIDE 6X4 (CM), 3 UNIDADES
545808|APOSITO DE HIDROCOLOIDE 10X10 (CM), 3 UNIDADES
545810|APOSITO DE HIDROCOLOIDE 14X14 (CM), 3 UNIDADES
545811|APOSITO DE HIDROCOLOIDE 15X15 (CM), 3 UNIDADES
545812|APOSITO DE HIDROCOLOIDE 15X20 (CM), 3 UNIDADES
545813|APOSITO DE HIDROCOLOIDE 7,5X7,5 (CM), 3 UNIDADES
545822|APOSITO DE ESPUMA POLIURETANO C/ ALGINATO C/ PLATA 10X10 (CM), 3 UNIDADES
545823|APOSITO DE ESPUMA POLIURETANO C/ ALGINATO C/ PLATA 15X15 (CM), 3 UNIDADES
545824|APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA 5X5 (CM), 3 UNIDADES
545825|APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA 10X10 (CM), 3 UNIDADES
545826|APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA 15X15 (CM), 3 UNIDADES
545828|APOSITO BASE C/B 5X5 (CM), 10 UNIDADES
545829|APOSITO BASE C/B 6X7 (CM), 10 UNIDADES
545830|APOSITO BASE C/B 5X10 (CM), 10 UNIDADES
545831|APOSITO BASE C/B 10X8 (CM), 10 UNIDADES
545832|APOSITO BASE C/B 15X8 (CM), 10 UNIDADES
545833|APOSITO BASE C/B 9X10 (CM), 10 UNIDADES
545834|APOSITO BASE C/B 9X15 (CM), 10 UNIDADES
545835|APOSITO BASE C/B 10X20 (CM), 10 UNIDADES
545836|APOSITO BASE C/B 10X10 (CM), 5 UNIDADES
545837|APOSITO BASE C/B 10X10 (CM), 10 UNIDADES
545839|APOSITO BASE C/B 10X15 (CM), 10 UNIDADES
545840|APOSITO BASE C/B 10X15 (CM), 5 UNIDADES
545841|APOSITO BASE C/B 10X20 (CM), 5 UNIDADES
545842|APOSITO BASE C/B 20X10 (CM), 10 UNIDADES
545843|APOSITO BASE C/B 5X5 (CM), 5 UNIDADES
545844|APOSITO BASE C/B 7,2X5 (CM), 10 UNIDADES
545845|APOSITO BASE 10X20 (CM), 10 UNIDADES
545846|APOSITO DE HIDROCOLOIDE C/ PLATA 10X10 (CM), 3 UNIDADES
545847|APOSITO DE HIDROCOLOIDE C/ PLATA 15X15 (CM), 3 UNIDADES
545850|APOSITO DE ESPUMA POLIURETANO C/ SILICONA C/ FIBRAS C/B 10X10 (CM), 3 UNIDADES
545855|APOSITO DE ESPUMA POLIURETANO C/ SILICONA C/B 15X15 (CM), 3 UNIDADES
545856|APOSITO DE ESPUMA POLIURETANO C/ SILICONA C/B 10X5 (CM), 3 UNIDADES
545862|APOSITO DE ESPUMA POLIURETANO C/ SILICONA 10X10 (CM), 3 UNIDADES
545864|APOSITO DE ESPUMA POLIURETANO C/ SILICONA 10X20 (CM), 3 UNIDADES
545866|APOSITO DE ESPUMA POLIURETANO C/ SILICONA 15X15 (CM), 3 UNIDADES
545868|SONDA VESICAL BAJA FRICCION NELATON SILICONA ADOLESCENTE 6 (CH), 60 UNIDADES
545869|SONDA VESICAL BAJA FRICCION NELATON SILICONA ADOLESCENTE 8 (CH), 60 UNIDADES
545870|SONDA VESICAL BAJA FRICCION NELATON SILICONA ADOLESCENTE 10 (CH), 60 UNIDADES
545871|SONDA VESICAL BAJA FRICCION NELATON SILICONA ADOLESCENTE 12 (CH), 60 UNIDADES
545872|APOSITO DE CARBON C/ PLATA 10X10 (CM), 3 UNIDADES
545873|APOSITOS BOLSAS OSTOMIA ARO RES SINT MICR (CIERRE ESPECIAL), 5 UNIDADES
545884|APOSITO DE HIDROCOLOIDE EXTRAFINO 10X10 (CM), 3 UNIDADES
545885|APOSITO DE HIDROCOLOIDE EXTRAFINO 10X15 (CM), 3 UNIDADES
545886|APOSITO DE HIDROCOLOIDE EXTRAFINO 15X15 (CM), 3 UNIDADES
545887|APOSITO DE HIDROCOLOIDE EXTRAFINO 15X18 (CM), 3 UNIDADES
545888|APOSITO DE HIDROCOLOIDE EXTRAFINO 5X5 (CM), 3 UNIDADES
545891|SONDA VESICAL BAJA FRICCION TIEMAN CON BOLSA RECOGIDA ORINA 8 (CH), 30 UNIDADES
545892|SONDA VESICAL BAJA FRICCION TIEMAN CON BOLSA RECOGIDA ORINA 10 (CH), 30 UNIDADES
545893|SONDA VESICAL BAJA FRICCION TIEMAN CON BOLSA RECOGIDA ORINA 12 (CH), 30 UNIDADES
545894|SONDA VESICAL BAJA FRICCION TIEMAN CON BOLSA RECOGIDA ORINA 14 (CH), 30 UNIDADES
545895|SONDA VESICAL BAJA FRICCION TIEMAN CON BOLSA RECOGIDA ORINA 16 (CH), 30 UNIDADES
545897|APOSITO DE ALGINATO C/ HIDROCOLOIDE CINTA, 3 UNIDADES
545898|APOSITO DE HIDROCOLOIDE C/ ALGINATO 10X10 (CM), 3 UNIDADES
545899|APOSITO DE ALGINATO C/ HIDROCOLOIDE 10X20 (CM), 3 UNIDADES
545900|APOSITO DE HIDROCOLOIDE EXTRAFINO C/B 10X10 (CM), 3 UNIDADES
545901|APOSITO DE HIDROCOLOIDE EXTRAFINO C/B 10X15 (CM), 3 UNIDADES
545903|APOSITO DE HIDROCOLOIDE EXTRAFINO C/B 15X15 (CM), 3 UNIDADES
545916|APOSITO DE ESPUMA POLIURETANO EXTRAFINO C/ SILICONA 15X15 (CM), 3 UNIDADES
545918|APOSITO DE ESPUMA POLIURETANO C/ VASELINA C/B 15X15 (CM), 3 UNIDADES
545919|APOSITO MALLA C/ SILICONA 10X20 (CM), 3 UNIDADES
545920|APOSITO MALLA C/ SILICONA 5X10 (CM), 3 UNIDADES
545921|SONDA VESICAL BAJA FRICCION NELATON MUJER CON BOLSA RECOGIDA ORINA 6 (CH), 30 UNIDADES
545922|SONDA VESICAL BAJA FRICCION NELATON MUJER CON BOLSA RECOGIDA ORINA 8 (CH), 30 UNIDADES
545923|SONDA VESICAL BAJA FRICCION NELATON MUJER CON BOLSA RECOGIDA ORINA 10 (CH), 30 UNIDADES
545924|SONDA VESICAL BAJA FRICCION NELATON MUJER CON BOLSA RECOGIDA ORINA 12 (CH), 30 UNIDADES
545925|SONDA VESICAL BAJA FRICCION NELATON MUJER CON BOLSA RECOGIDA ORINA 14 (CH), 30 UNIDADES
545926|SONDA VESICAL BAJA FRICCION NELATON MUJER CON BOLSA RECOGIDA ORINA 16 (CH), 30 UNIDADES
545933|SONDA VESICAL BAJA FRICCION NELATON HOMBRE CON BOLSA RECOGIDA DE ORINA 8 (CH), 30 UNIDADES
545934|SONDA VESICAL BAJA FRICCION NELATON HOMBRE CON BOLSA RECOGIDA DE ORINA 10 (CH), 30 UNIDADES
545935|SONDA VESICAL BAJA FRICCION NELATON HOMBRE CON BOLSA RECOGIDA DE ORINA 12 (CH), 30 UNIDADES
545936|SONDA VESICAL BAJA FRICCION NELATON HOMBRE CON BOLSA RECOGIDA DE ORINA 14 (CH), 30 UNIDADES
545937|SONDA VESICAL BAJA FRICCION NELATON HOMBRE CON BOLSA RECOGIDA DE ORINA 16 (CH), 30 UNIDADES
545938|SONDA VESICAL BAJA FRICCION NELATON HOMBRE CON BOLSA RECOGIDA DE ORINA 18 (CH), 30 UNIDADES
545939|APOSITO DE ESPUMA POLIURETANO C/ PLATA C/B 15X15 (CM), 3 UNIDADES
545940|APOSITO DE ESPUMA POLIURETANO C/ PLATA 10X10 (CM), 3 UNIDADES
545941|APOSITO DE ESPUMA POLIURETANO C/ PLATA C/B SACRO, 3 UNIDADES
545942|APOSITO DE ESPUMA POLIURETANO C/ PLATA C/B /TALON, 3 UNIDADES
545944|APOSITO DE HIDROGEL 15 (G), 5 UNIDADES
545945|APOSITO DE HIDROGEL 25 (G), 3 UNIDADES
545948|APOSITO DE HIDROGEL EXTRAFINO 10X10 (CM), 3 UNIDADES
545950|APOSITO DE HIDROCOLOIDE SACRO, 3 UNIDADES
545953|APOSITO DE HIDROFIBRA C/ ALGINATO 6X6 (CM), 3 UNIDADES
545956|APOSITO DE HIDROFIBRA C/ ALGINATO 10X10 (CM), 3 UNIDADES
545958|APOSITO DE ESPUMA POLIURETANO C/ GEL SACRO, 3 UNIDADES
545959|APOSITO DE ESPUMA POLIURETANO TALON, 3 UNIDADES
545960|APOSITO DE ESPUMA POLIURETANO C/B DISCO, 3 UNIDADES
545961|APOSITO DE ESPUMA POLIURETANO SACRO 225 (CM2), 3 UNIDADES
545963|APOSITO DE ESPUMA POLIURETANO TALON C/ SIST FIJACION 10X10, 3 UNIDADES
545964|APOSITO DE ESPUMA POLIURETANO EXTRAFINO 10X10 (CM), 3 UNIDADES
545965|APOSITO DE HIDROFIBRA C/ ALGINATO CINTA, 3 UNIDADES
545968|APOSITO DE ESPUMA POLIURETANO C/HIDROCOLOIDE E HIDROFIBRA 10X10 (CM), 3 UNIDADES
545969|APOSITO DE ESPUMA POLIURETANO C/ HIDROCOLOIDE 10X10 (CM), 3 UNIDADES
545972|APOSITO DE ESPUMA POLIURETANO C/HIDROCOLOIDE 15X15 (CM), 3 UNIDADES
545973|APOSITO C/ CARBON 10X10 (CM), 3 UNIDADES
545974|APOSITO C/ CARBON 10X20 (CM), 3 UNIDADES
545975|APOSITO DE HIDROGEL 10X10 (CM), 5 UNIDADES
545976|APOSITO DE HIDROGEL EN MALLA 10X20 (CM), 5 UNIDADES
545977|APOSITO DE HIDROGEL 5X5 (CM), 5 UNIDADES
545978|APOSITO DE HIDROGEL C/B 10X5 (CM), 5 UNIDADES
545979|APOSITO DE HIDROGEL C/B 10X10 (CM), 5 UNIDADES
545980|APOSITO DE HIDROFIBRA 10X10 (CM), 3 UNIDADES
545981|APOSITO DE HIDROFIBRA 15X15 (CM), 3 UNIDADES
545982|APOSITO DE HIDROCOLOIDE TRANSPARENTE 5X5 (CM), 3 UNIDADES
545983|APOSITO DE HIDROCOLOIDE TRANSPARENTE 10X15 (CM), 3 UNIDADES
545984|APOSITO MALLA C/ HIDROCOLOIDE C/ VASELINA 5X5 (CM), 3 UNIDADES
545985|APOSITO MALLA C/ HIDROCOLOIDE C/ VASELINA 10X10 (CM), 3 UNIDADES
545986|APOSITO DE MALLA C/ HIDROCOLOIDE 10X20 (CM), 3 UNIDADES
545987|APOSITO MALLA C/ HIDROCOLOIDE C/ VASELINA 15X15 (CM), 3 UNIDADES
545988|APOSITO DE ALGINATO C/ CARBON 10X20 (CM), 3 UNIDADES
545989|APOSITO DE ALGINATO C/ CARBON 10X10 (CM), 3 UNIDADES
545990|APOSITO DE HIDROCOLOIDE C/B 15X20 (CM), 3 UNIDADES
545991|APOSITO DE ALGINATO CINTA, 3 UNIDADES
545992|APOSITO DE ESPUMA POLIURETANO 5X5 (CM), 3 UNIDADES
545993|APOSITO DE ESPUMA POLIURETANO C/ GEL 5X5 (CM), 3 UNIDADES
545994|APOSITO DE ESPUMA POLIURETANO 10X10 (CM), 3 UNIDADES
545995|APOSITO DE ESPUMA POLIURETANO 10X15 (CM), 3 UNIDADES
545996|APOSITO DE ESPUMA POLIURETANO 10X20 (CM), 3 UNIDADES
545997|APOSITO DE ESPUMA POLIURETANO C/B 30X30 (CM), 3 UNIDADES
545998|APOSITO DE ESPUMA POLIURETANO 15X15 (CM), 3 UNIDADES
545999|APOSITO DE ESPUMA POLIURETANO 8,8X8,8 (CM), 3 UNIDADES
546000|APOSITO DE HIDROFIBRA / CINTA, 3 UNIDADES
546001|APOSITO BASE TRANSPARENTE 10X10 (CM), 10 UNIDADES
546002|APOSITO BASE TRANSPARENTE 10X15 (CM), 1 UNIDAD
546003|APOSITO DE HIDROCOLOIDE EXTRAFINO CINTA, 3 UNIDADES
546004|APOSITO DE ESPUMA POLIURETANO C/B 225 (CM2), 3 UNIDADES
546005|APOSITO DE ESPUMA POLIURETANO C/ GEL C/B 10X15 (CM), 3 UNIDADES
546006|APOSITO DE ESPUMA POLIURETANO C/ PARAFINA 10X10 (CM), 3 UNIDADES
546007|APOSITO DE ESPUMA POLIURETANO C/B 10X20 (CM), 3 UNIDADES
546008|APOSITO DE ESPUMA POLIURETANO C/B 11X11 (CM), 3 UNIDADES
546009|APOSITO DE ESPUMA POLIURETANO C/B 29X29 (CM), 3 UNIDADES
546010|APOSITO DE ESPUMA POLIURETANO C/ GEL C/B 15X15 (CM), 3 UNIDADES
546011|APOSITO DE ESPUMA POLIURETANO C/B 15X15 (CM) S/A 10X10 (CM), 3 UNIDADES
546012|APOSITO DE ESPUMA POLIURETANO C/B 8,8X8,8 (CM), 3 UNIDADES
546013|APOSITO DE ESPUMA POLIURETANO C/B 10X10 (CM), 3 UNIDADES
546014|APOSITO DE ESPUMA POLIURETANO C/B 14,3X14,3 (CM), 3 UNIDADES
546015|APOSITO DE HIDROCOLOIDE SACRO 18X20 (CM), 3 UNIDADES
546016|APOSITO DE HIDROCOLOIDE C/ ALGINATO 5X5 (CM), 3 UNIDADES
546017|APOSITO DE HIDROFIBRA C/ ALGINATO 10X15 (CM), 3 UNIDADES
546018|APOSITO DE HIDROCOLOIDE C/ ALGINATO 15X15 (CM), 3 UNIDADES
546019|APOSITO DE HIDROCOLOIDE C/ ALGINATO 5X10 (CM), 3 UNIDADES
546020|APOSITO DE ESPUMA POLIURETANO TUBULAR 10X10 (CM), 3 UNIDADES
546021|APOSITO DE HIDROCOLOIDE EXTRAFINO C/B 10X12 (CM), 3 UNIDADES
546022|APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA CINTA, 3 UNIDADES
546023|APOSITO DE ESPUMA POLIURETANO EXTRAFINO 5X5 (CM), 3 UNIDADES
546024|APOSITO DE ESPUMA POLIURETANO EXTRAFINO 15X15 (CM), 3 UNIDADES
546027|APOSITO DE ESPUMA POLIURETANO EXTRAFINO C/B 10X10 (CM), 3 UNIDADES
546028|APOSITO DE ESPUMA POLIURETANO EXTRAFINO 10X20 (CM), 3 UNIDADES
546029|APOSITO DE ESPUMA POLIURETANO EXTRAFINO C/B 15X15 (CM), 3 UNIDADES
546030|APOSITO DE ESPUMA POLIURETANO EXTRAFINO C/B 12,5X12,5 (CM), 3 UNIDADES
546031|APOSITO DE ESPUMA POLIURETANO C/HIDROCOLOIDE 12,5X12,5 (CM), 3 UNIDADES
546032|APOSITO DE ESPUMA POLIURETANO C/ HIDROCOLOIDE C/B 10X10 (CM), 3 UNIDADES
546033|APOSITO DE ESPUMA POLIURETANO C/ HIDROCOLOIDE C/B 15X15 (CM), 3 UNIDADES
546034|APOSITO DE ESPUMA POLIURETANO C/ HIDROCOLOIDE C/B 12,5X12,5 (CM), 3 UNIDADES
546035|APOSITO DE ESPUMA POLIURETANO C/ HIDROCOLOIDE E HIDROFIBRA TALON, 3 UNIDADES
546036|APOSITO DE ESPUMA POLIURETANO C/ SILICONA TALON, 3 UNIDADES
546037|APOSITO DE ESPUMA POLIURETANO C/ VASELINA 10X10 (CM), 3 UNIDADES
546038|APOSITO DE ESPUMA POLIURETANO C/ VASELINA 15X15 (CM), 3 UNIDADES
546039|APOSITO DE ESPUMA POLIURETANO C /HIDROCOLOIDE E HIDROFIBRA SACRO, 3 UNIDADES
546040|APOSITO DE ESPUMA POLIURETANO C /HIDROCOLOIDE E HIDROFIBRA SACRO 10X20 (CM), 3 UNIDADES
546041|APOSITO DE ESPUMA POLIURETANO EXTRAFINO C/ SILICONA 10X10 (CM), 3 UNIDADES
546042|APOSITO DE ESPUMA POLIURETANO EXTRAFINO C/ SILICONA 5X10 (CM), 3 UNIDADES
546043|APOSITO DE ESPUMA POLIURETANO C/ VASELINA C/B 10X10 (CM), 3 UNIDADES
546044|APOSITO DE HIDROCOLOIDE EXTRAFINO C/B 5X5 (CM), 3 UNIDADES
546045|APOSITO DE HIDROFIBRA C/ ALGINATO CINTA, 3 UNIDADES
546046|APOSITO DE ESPUMA POLIURETANO C/HIDROCOLOIDE E HIDROFIBRA 15X15 (CM), 3 UNIDADES
546047|CANULA TRAQUEOTOMIA 2 PIEZAS TAMAÑO 5, 1 ENVASE
546048|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 7, 1 ENVASE
546049|CANULA LARINGUECTOMIA 2 PIEZAS, 1 ENVASE
546051|SONDA VESICAL BAJA FRICCION NELATON MUJER 6 (CH), 60 UNIDADES
546052|SONDA VESICAL BAJA FRICCION NELATON MUJER 8 (CH), 60 UNIDADES
546053|SONDA VESICAL BAJA FRICCION NELATON MUJER 10 (CH), 60 UNIDADES
546054|SONDA VESICAL BAJA FRICCION NELATON MUJER 12 (CH), 60 UNIDADES
546055|SONDA VESICAL BAJA FRICCION NELATON MUJER 14 (CH), 60 UNIDADES
546056|SONDA VESICAL BAJA FRICCION NELATON MUJER 16 (CH), 60 UNIDADES
546057|SONDA VESICAL BAJA FRICCION TIEMAN HOMBRE 8 (CH), 60 UNIDADES
546058|SONDA VESICAL BAJA FRICCION TIEMAN HOMBRE 16 (CH), 60 UNIDADES
546059|CANULA TRAQUEOT-LARIN SILICONA FENEST. REDONDA TAMAÑO 9, 1 ENVASE
546061|SONDA VESICAL BAJA FRICCION NELATON SILICONA HOMBRE 14 (CH), 25 UNIDADES
546062|CANULA TRAQUEOT-LARIN SILICONA FENEST. LARGO ESPECIAL TAMAÑO 9, 1 ENVASE
546063|APOSITO MALLA C/ HIDROCOLOIDE C/ VASELINA 12X10 (CM), 3 UNIDADES
546064|OBTURADOR ANAL 12 MM, 20 UNIDADES
546065|CANULA TRAQUEOTOMIA 2 PIEZAS TAMAÑO 3, 1 ENVASE
546066|CANULA TRAQUEOTOMIA 2 PIEZAS TAMAÑO 4, 1 ENVASE
546067|CANULA TRAQUEOTOMIA 2 PIEZAS TAMAÑO 6, 1 ENVASE
546068|CANULA TRAQUEOTOMIA 2 PIEZAS TAMAÑO 7, 1 ENVASE
546069|CANULA TRAQUEOTOMIA 2 PIEZAS TAMAÑO 8, 1 ENVASE
546070|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 0, 1 ENVASE
546071|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 00, 1 ENVASE
546072|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 1, 1 ENVASE
546073|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 3, 1 ENVASE
546074|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 4, 1 ENVASE
546075|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 5, 1 ENVASE
546076|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 6, 1 ENVASE
546077|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 8, 1 ENVASE
546078|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 9, 1 ENVASE
546080|CANULA TRAQUEOTOMIA FENESTRADA TRES PIEZAS TAMAÑO 3, 1 ENVASE
546081|CANULA TRAQUEOTOMIA FENESTRADA TRES PIEZAS TAMAÑO 5, 1 ENVASE
546082|CANULA TRAQUEOTOMIA FENESTRADA TRES PIEZAS TAMAÑO 6, 1 ENVASE
546083|CANULA TRAQUEOTOMIA FENESTRADA TRES PIEZAS TAMAÑO 7, 1 ENVASE
546084|CANULA TRAQUEOTOMIA FENESTRADA TRES PIEZAS TAMAÑO 8, 1 ENVASE
546085|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 0, 1 ENVASE
546086|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 00, 1 ENVASE
546087|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 1, 1 ENVASE
546088|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 2, 1 ENVASE
546089|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 3, 1 ENVASE
546090|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 4, 1 ENVASE
546091|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 5, 1 ENVASE
546092|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 6, 1 ENVASE
546093|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 7, 1 ENVASE
546094|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 8, 1 ENVASE
546095|CANULA TRAQUEOTOMIA FENESTRADA MULTIORIFICIO TRES PIEZAS TAMAÑO 9, 1 ENVASE
546096|MUÑEQUERA VELCRO, 1 ENVASE
546097|CANULA LARINGUECTOMIA TAMAÑO 6, 1 ENVASE
546098|CANULA LARINGUECTOMIA TAMAÑO 7, 1 ENVASE
546099|CANULA LARINGUECTOMIA TAMAÑO 8, 1 ENVASE
546100|CANULA TRAQUEOTOMIA 3 PIEZAS TAMAÑO 2, 1 ENVASE
546101|FILTROS LARINGECTOMIA NORMAL, 20 UNIDADES
546102|FILTROS LARINGECTOMIA ALTO FLUJO, 20 UNIDADES
546103|BOLSAS RECOGIDA ORINA VALVULA VACIADO, 30 UNIDADES
546104|COLECTOR BOLSA RECOGIDA ORINA CON TIRA T1-PEDIATRICO:21MM, 30 UNIDADES
546105|COLECTOR BOLSA RECOGIDA ORINA CON TIRA T2-PEQ:25MM, 30 UNIDADES
546106|COLECTOR BOLSA RECOGIDA ORINA CON TIRA T3-MED:30MM, 30 UNIDADES
546107|COLECTOR BOLSA RECOGIDA ORINA CON TIRA T4-GDE:35 MM, 30 UNIDADES
546108|COLECTOR BOLSA RECOGIDA ORINA CON TIRA T5-EXTGDE:40MM, 30 UNIDADES
546109|CANULA TRAQUEOT-LARING SILICONA REDONDA TAMAÑO 5, 1 ENVASE
546110|CANULA TRAQUEOT-LARING SILICONA REDONDA TAMAÑO 6, 1 ENVASE
546111|CANULA TRAQUEOT-LARING SILICONA REDONDA TAMAÑO 7, 1 ENVASE
546112|CANULA TRAQUEOT-LARING SILICONA REDONDA TAMAÑO 8, 1 ENVASE
546113|CANULA TRAQUEOT-LARING SILICONA REDONDA TAMAÑO 9, 1 ENVASE
546114|BOLSAS RECOGIDA ORINA VALVULA ANTIRETORNO 2 (L), 10 UNIDADES
546115|BOLSAS RECOGIDA ORINA VALVULA ANTIRETORNO 2 (L), 30 UNIDADES
546116|COLECTOR BOLSA RECOGIDA ORINA CON APOSITO T1-PEDIATRICO:21MM, 30 UNIDADES
546117|COLECTOR BOLSA RECOGIDA ORINA CON APOSITO T2-PEQ:25MM, 30 UNIDADES
546118|COLECTOR BOLSA RECOGIDA ORINA CON APOSITO T3-MED:30MM, 30 UNIDADES
