COD_PROC_URG|TITULO
10.29|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE CONJUNTIVA
10.3|EXCISION O DESTRUCCION DE LESION O TEJIDO DE CONJUNTIVA
10.31|EXCISION DE LESION O TEJIDO DE CONJUNTIVA
10.32|DESTRUCCION DE LESION DE CONJUNTIVA
10.33|OTROS PROCEDIMIENTOS DESTRUCTIVOS SOBRE CONJUNTIVA
10.4|CONJUNTIVOPLASTIA
10.41|REPARACION DE SIMBLEFARON CON INJERTO LIBRE
10.42|RECONSTRUCCION DE FONDO DE SACO CONJUNTIVAL CON INJERTO LIBR
10.43|OTRA RECONSTRUCCION DE FONDO DE SACO CONJUNTIVAL
10.44|OTRO INJERTO LIBRE A LA CONJUNTIVA
10.49|OTRA CONJUNTIVOPLASTIA
10.5|LISIS DE ADHERENCIA CONJUNTIVA Y PARPADO
10.6|REPARACION DE LACERACION DE CONJUNTIVA
10.9|OTRAS OPERACIONES SOBRE CONJUNTIVA
10.91|INYECCION SUBCONJUNTIVAL
10.99|OTRA OPERACION SOBRE CONJUNTIVA NCOC
11|OPERACIONES SOBRE CORNEA
11.0|EXTRACCION POR IMAN DE CUERPO EXTRAÐO INCRUSTADO EN CORNEA
11.1|INCISION DE CORNEA
11.2|PROCEDIMIENTOS DIAGNOSTICOS SOBRE CORNEA
11.21|RASPADO DE CORNEA PARA FROTIS O CULTIVO
11.22|BIOPSIA DE CORNEA
11.29|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE CORNEA
11.3|EXCISION DE PTERIGION
11.31|TRANSPOSICION DE PTERIGION
11.32|EXCISION DE PTERIGION CON INJERTO CORNEAL
11.39|OTRA EXCISION DE PTERIGION
11.4|EXCISION O DESTRUCCION DE TEJIDO U OTRA LESION CORNEA
11.41|EXTIRPACION MECANICA DEL EPITELIO CORNEAL
11.42|TERMOCAUTERIZACION DE LESION CORNEAL
11.43|CRIOTERAPIA DE LESION CORNEAL
11.49|OTRA EXTIRPACION O DESTRUCCION DE LESION CORNEAL
11.5|REPARACION DE CORNEA
11.51|SUTURA DE LACERACION CORNEAL
11.52|REPARACION DE DEHISCENCIA DE HERIDA POSTOPERATORIA DE CORNEA
11.53|REPARAC.DE LACERACION O HERIDA CORNEAL CON COLGAJO CONJUNTIV
11.59|OTRA REPARACION DE CORNEA
11.6|TRASPLANTE DE CORNEA
11.60|TRANSPLANTE CORNEAL, N. E. O. M.
11.61|QUERATOPLASTIA LAMELAR CON AUTOINJERTO
11.62|OTRA QUERATOPLASTIA LAMELAR
11.63|QUERATOPLASTIA PENETRANTE CON AUTOINJERTO
11.64|OTRA QUERATOPLASTIA PENETRANTE
11.69|OTRO TRASPLANTE CORNEAL
11.7|OTRA CIRUGIA RECONSTRUCTIVA Y REFRACTIVA SOBRE CORNEA
11.71|QUERATOMELEUSIS
11.72|QUERATOFAQUIA
11.73|QUERATOPROTESIS
11.74|TERMOQUERATOPLASTIA
11.75|QUERATOTOMIA RADIAL
11.76|EPIQUERATOFAQUIA
11.79|OTRA CIRUGIA RECONSTRUCTIVA SOBRE CORNEA NCOC
11.9|OTRAS OPERACIONES SOBRE CORNEA
11.91|TATUAJE DE CORNEA
11.92|ELIMINACION DE LA CORNEA DE IMPLANTACION ARTIFICIAL
11.99|OTRA OPERACION SOBRE CORNEA NCOC
12|OPERAC.SOBRE IRIS,CUERPO CILIAL,ESCLEROTICA Y CAMARA.ANTERIO
12.0|EXTRACCION CUERPO EXTRAÐO INTRAOCULAR, SEGM.ANTERIOR DEL OJO
12.00|EXTRAC.DE CUERPO EXTR.INTRAOC.DEL SEGM.ANT.DEL OJO, N.E.O.M.
12.01|EXTR.DE CUER.EXT.INTRAOC.DEL SEGM.ANT.OJO CON EMPLEO DE IMAN
12.02|EXTRAC.DE CUERPO EXTRAÐO DEL SEGM.ANT.OJO SIN EMPLEO DE IMAN
12.1|IRIDOTOMIA E IRIDECTOMIA SIMPLE
12.11|IRIDOTOMIA CON TRANSFIXION
12.12|OTRA IRIDOTOMIA
12.13|EXCISION DE IRIS PROLAPSADO
12.14|OTRA IRIDECTOMIA
12.2|PROC.DIAGNOSTICOS S/IRIS,CUERPO CILIAL,ESCLEROTICA,CAM.ANTER
12.21|ASPIRACION DIAGNOSTICA DE LA CAMARA ANTERIOR DEL OJO
12.22|BIOPSIA DE IRIS
12.29|OTROS PROC.DIAGN.S/IRIS,C.CILIAL,ESCLEROTICA Y CAMARA ANTERI
12.3|IRIDOPLASTIA Y COREOPLASTIA
12.31|LISIS DE GONIOSINEQUIAS
12.32|LISIS DE OTRAS SINEQUIAS ANTERIORES
12.33|LISIS DE SINEQUIAS POSTERIORES
12.34|LISIS DE ADHERENCIAS CORNEOVITREAS
12.35|COREOPLASTIA
12.39|OTRA IRIDOPLASTIA
12.4|EXCISION O DESTRUCCION DE LESION DE IRIS Y CUERPO CILIAL
12.40|EXTIRPACION DE LESION DEL SEGMENTO ANTERIOR DEL OJO,N.E.O.M.
12.41|DESTRUCCION DE LESION DE IRIS, NO POR EXCISION
12.42|EXCISION DE LESION DE IRIS
12.43|DESTRUCCION DE LESION DEL CUERPO CILIAL, NO POR EXCISION
12.44|EXCISION DE LESION DE CUERPO CILIAL
12.5|FACILITACION DE LA CIRCULACION INTRAOCULAR
12.51|GONIOPUNTURA SIN GONIOTOMIA
12.52|GONIOTOMIA SIN GONIOPUNTURA
12.53|GONIOTOMIA CON GONIOPUNTURA
12.54|TRABECULOTOMIA DESDE EL EXTERIOR
12.55|CICLODIALISIS
12.59|OTRA FACILITACION DE LA CIRCULACION INTRAOCULAR
12.6|FISTULIZACION ESCLERAL
12.61|TREPANACION DE ESCLEROTICA CON IRIDECTOMIA
12.62|TERMOCAUTERIZACION DE ESCLEROTICA CON IRIDECTOMIA
12.63|IRIDENCLEISIS E IRIDOTASIS
12.64|TRABECULECTOMIA DESDE EL EXTERIOR
12.65|OTRA FISTULIZACION ESCLERAL CON IRIDECTOMIA
12.66|REVISION POSTOPERAT.DE PROCEDIMIENTO DE FISTULIZACION ESCLER
12.69|OTRO PROCEDIMIENTO DE FISTULIZACION
12.7|OTROS PROCEDIMIENTOS PARA ALIVIO DE PRESION INTRAOCULAR ELEV
12.71|CICLODIATERMIA
12.72|CICLOCRIOTERAPIA
12.73|CICLOFOTOCOAGULACION
12.74|DISMINUCION DEL CUERPO CILIAL, N. E. O. M.
12.79|OTROS PROCEDIMIENTOS DE GLAUCOMA
12.8|OPERACIONES SOBRE ESCLEROTICA
12.81|SUTURA DE LACERACION DE ESCLEROTICA
12.82|REPARACION DE FISTULA ESCLERAL
12.83|REVISION DE HERIDA OPERATORIA DE SEGMENTO ANTERIOR, N.C.O.C.
12.84|EXCISION O DESTRUCCION DE LESION DE ESCLEROTICA
12.85|REPARACION DE ESTAFILOMA ESCLERAL CON INJERTO
12.86|OTRA REPARACION DE ESTAFILOMA ESCLERAL
12.87|REFUERZO ESCLERAL CON INJERTO
12.88|OTRO REFUERZO ESCLERAL
12.89|OTRAS OPERACIONES SOBRE ESCLEROTICA
12.9|OTRAS OPERACIONES SOBRE IRIS,CUERPO CILIAL Y CAMARA ANTERIOR
12.91|EVACUACION TERAPEUTICA DE LA CAMARA ANTERIOR
12.92|INYECCION EN CAMARA ANTERIOR
12.93|EXTIRP.O DESTRUC.DE EXCREC.DESCEND.EPITELIAL,DE CAMARA ANTER
12.97|OTRAS OPERACIONES SOBRE IRIS
12.98|OTRAS OPERACIONES SOBRE EL CUERPO CILIAL
12.99|OTRAS OPERACIONES SOBRE LA CAMARA ANTERIOR
13|OPERACIONES SOBRE EL CRISTALINO
13.0|EXTRACCION DE CUERPO EXTRAÐO DE CRISTALINO
13.00|EXTRACCION DE CUERPO EXTRAÐO DEL CRISTALINO, N. E. O. M.
13.01|EXTRACC.DE CUERPO EXTRAÐO DEL CRISTALINO CON EMPLEO DE IMAN
13.02|EXTRACCION DE CUERPO EXTRAÐO SIN EMPLEO DE IMAN
13.1|EXTRACCION INTRACAPSULAR DEL CRISTALINO
13.11|EXTRAC.INTRACAPSULAR DE CRISTALINO POR LA RUTA TEMPORAL INFE
13.19|OTRA EXTRACCION INTRACAPSULAR DE CRISTALINO
13.2|EXTRACCION EXTRACAPSULAR CRISTALINO,TECNICA EXTRACCION LINEA
13.3|EXTRACC.EXTRACAPS.CRISTALINO,TEC.SIMPLE ASPIRACION E IRRIGAC
13.4|EXTRACC.EXTRACAPS.CRISTALINO, TEC.FRAGMENTACION Y ASPIRACION
13.41|FACOEMULSIFICACION Y ASPIRACION DE CATARATA
13.42|FACOFRAGMENTACION MECANICA Y ASPIR.DE CATARATA POR RUTA POST
13.43|FACOFRAGMENTACION MECANICA Y OTRA ASPIRACION DE CATARATA
13.5|OTRA EXTRACCION EXTRACAPSULAR DE CRISTALINO
13.51|EXTRAC.EXTRACAPSULAR DE CRISTALINO POR LA RUTA TEMPORAL INFE
13.59|OTRA EXTRACCION EXTRACAPSULAR DE CRISTALINO
13.6|OTRA EXTRACCION DE CATARATA
13.64|DISECCION DE MEMBRANA SECUNDARIA (DESPUES DE CATARATA)
13.65|EXCISION DE MEMBRANA SECUNDARIA (DESPUES DE CATARATA)
13.66|FRAGMENTACION MECANICA MEMBRANA SECUNDARIA(DESPUES DE CATARA
13.69|OTRA EXTRACCION DE CATARATA
13.7|INSERCION DE CRISTALINO PROTESICO [PSEUDOCRISTALINO]
13.70|INSERCION DE PSEUDOCRISTALINO, N. E. O. M.
13.71|INS.PROTESIS CRIST.INTRAOC.MOMENTO EXTRAC.CATARATA UNA ETAPA
13.72|INSERCCION SECUNDARIA DE PROTESIS DE CRISTALINO INTRAOCULAR
13.8|EXTRACCION DE CRISTALINO IMPLANTADO
13.9|OTRAS OPERACIONES SOBRE CRISTALINO
14|OPERACIONES S/RETINA,COROIDES,CUERPO VITREO Y CAM. POSTERIOR
14.0|EXTRACCION DE CUERPO EXTRAÐO DEL SEGMENTO POSTERIOR DEL OJO
14.00|EXTRAC.DE CUERPO EXTRAÐO DEL SEGMENTO POSTERIOR OJO,N.E.O.M.
14.01|EXTR.DE CUERPO EXTR.DEL SEGM.POST.DEL OJO CON EMPLEO DE IMAN
14.02|EXTR.DE CUERPO EXTR.DEL SEGM.POST.DEL OJO SIN EMPLEO DE IMAN
14.1|PROC.DIAGNOSTICOS S/RETINA,COROIDES,C.VITREO Y CAMARA POSTER
14.11|ASPIRACION DIAGNOSTICA DE CUERPO VITREO
14.19|OTROS PROC.DIAGN. SOBRE RETINA,COROIDES,C. VITREO Y CAMARA P
14.2|DESTRUCCION DE LESION DE RETINA Y COROIDES
14.21|DESTRUCCION DE LESION CORIORRETINAL POR DIATERMINA
14.22|DESTRUCCION DE LESION CORIORRETINAL POR CRIOTERAPIA
14.23|DESTRUC.LESION CORIORRETINAL POR FOTOCOAGULAC.POR ARCO XENON
14.24|DESTRUCC. LESION CORIORRETINAL POR FOTOCOAGULACION POR LASER
14.25|DESTRUC.LESION CORIORRETINAL POR FOTOCOAGUL.DE TIPO NO ESPEC
14.26|DESTRUCCION DE LESION CORIORRETINAL POR TERAPIA DE RADIACION
14.27|DEST.LESION CORIORRETIN.POR IMPLANTACION FUENTE DE RADIACION
14.29|OTRA DESTRUCCION DE LESION CORIORRETINAL
14.3|REPARACION DE DESGARRO RETINAL
14.31|REPARACION DE DESGASTE RETINAL POR DIATERMIA
14.32|REPARACION DE DESGASTE RETINAL POR CRIOTERAPIA
14.33|REPARACION DESGASTE RETINAL POR FOTOCOAGULAC. POR ARCO XENON
14.34|REPARACION DE DESGASTE RETINAL POR FOTOCOAGULACION POR LASER
14.35|REPARACION DE DESGARRE RETINAL POR FOTOCOAGUL.DE TIPO NO ESP
14.39|OTRA REPARACION DE DESGARRE RETINAL
14.4|REPARAC.DESPREND.RETINAL C/INDENTACION ESCLERAL E IMPLANTAC.
14.41|INDENTACION ESCLERAL CON IMPLANTACION
14.49|OTRA INDENTACION ESCLERAL
14.5|OTRA REPARACION DE DESPRENDIMIENTO RETINAL
14.51|REPARACION DE DESPRENDIMIENTO RETINAL CON DIATERMIA
14.52|REPARACION DE DESPRENDIMIENTO RETINAL CON CRIOTERAPIA
14.53|REPARAC.DESPRENDIMIENTO RETINAL CON FOTOCOAG. POR ARCO XENON
14.54|REPARACION DESPRENDIMIENTO RETINAL CON FOTOCOAGULACION LASER
14.55|REPARACION DE DESPRENDIMIENTO RETINAL CON FOTOCOAG. NO ESPEC
14.59|OTRA REPARACION DE DESPRENDIMIENTO RETINAL NCOC
14.6|EXTRACC.MATERIAL QUIRURGICAMENTE IMPLANTADO, SEGMEN.POST.OJO
14.7|OPERACIONES SOBRE EL CUERPO VITREO
14.71|EXTRACCION DE CUERPO VITREO, ACCESO ANTERIOR
14.72|OTRA EXTRACCION DEL CUERPO VITREO
14.73|VETRECTOMIA MECANICA POR ACCESO ANTERIOR
14.74|OTRA VITRECTOMIA MECANICA
14.75|INYECCION DE SUSTITUTO VITREO
14.79|OTRAS OPERACIONES SOBRE EL CUERPO VITREO
14.9|OTRAS OPERACIONES SOBRE RETINA, COROIDES Y CAMARA POSTERIOR
15|OPERACIONES SOBRE MUSCULOS EXTRAOCULARES
15.0|PROCEDIMIENTOS DIAGNOSTICOS S/MUSCULOS O TENDONES EXTRAOCULA
15.01|BIOPSIA DE MUSCULO O TENDON EXTRAOCULAR
15.09|OTROS PROCED. DIAGN. SOBRE MUSCULOS Y TENDONES EXTRAOCULARES
15.1|OPER.S/UN MUSCULO EXTRAOCULAR C/DESPRENDIMIENTO TEMPOR.GLOBO
15.11|RECESION DE UN MUSCULO EXTRAOCULAR
15.12|AVANCE DE MUSCULO EXTRAOCULAR
15.13|RESECCION DE UN MUSCULO EXTRAOCULAR
15.19|OTRAS OPERAC.SOBRE UN MUSC.EXTRAOCU.CON DESPREND.TEMP. GLOBO
15.2|OTRAS OPERACIONES SOBRE UN MUSCULO EXTRAOCULAR
15.21|PROCEDIMIENTO DE ALARGAMIENTO SOBRE UN MUSCULO EXTRAOCULAR
15.22|PROCEDIMIENTO DE ACORTAMIENTO SOBRE UN MUSCULO EXTRAOCULAR
15.29|OTRA OPERACION SOBRE MUSCULO EXTRAOCULAR NCOC
15.3|OPER.S/DOS O MAS M.EXTRAOCUL.C/DESPR.TEMP.GLOBO,UN O AMB.OJO
15.4|OTRAS OPER.S/DOS O MAS MUSCUL.EXTRAOCULARES, UNO O AMBOS OJO
15.5|TRANSPOSICION DE MUSCULOS EXTRAOCULARES
15.6|REVISION DE INTERVENCION QUIRURGICA S/ MUSCULO EXTRAOCULAR
15.7|REPARACION DE LESION DE MUSCULO EXTRAOCULAR
15.9|OTRAS OPERACIONES SOBRE MUSCULOS Y TENDONES EXTRAOCULARES
16|OPERACIONES SOBRE ORBITA Y GLOBO
16.0|ORBITOTOMIA
16.01|ORBITOTOMIA CON COLGAJO OSEO
16.02|ORBITOTOMIA CON INSERCION DE IMPLANTACION ORBITAL
16.09|OTRA ORBITOTOMIA
16.1|EXTRACCION DEL OJO DE CUERPO EXTRAÐO PENETRANTE [NEOM]
16.2|PROCEDIMIENTOS DIAGNOSTICOS SOBRE ORBITA Y GLOBO
16.21|OFTALMOSCOPIA
16.22|ASPIRACION DIAGNOSTICA DE ORBITA
16.23|BIOPSIA DE GLOBO Y ORBITA
16.29|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE ORBITA Y GLOBO
16.3|EVISCERACION DE GLOBO
16.31|EXTRAC.CONTENIDO DEL OJO CON IMPLANTE SIMULT.DE LA ESCLEROTI
16.39|OTRA EVISCERACION DEL GLOBO
16.4|ENUCLEACION DEL GLOBO
16.41|ENUCLEAC.GLOBO CON IMPLANT.SIMULT.DENTRO CAPS.TENON ADH.MUSC
16.42|ENUCLEACION DEL GLOBO CON OTRA IMPLANTACION SIMULTANEA
16.49|OTRA ENUCLEACION DEL GLOBO
16.5|EXENTERACION DEL CONTENIDO DE LA ORBITA
16.51|EXENTERACION DE ORBITA CON EXTIRPACION DE ESTRUCTURAS ADYACE
16.52|EXENTER.DE LA ORBITA CON EXTIRP.TERAPEUTICA DE HUESO ORBITAL
16.59|OTRA EXENTERACION DE LA ORBITA
16.6|PROCEDIMIENTOS SECUNDARIOS DESPUES DE EXTIRPACION DE GLOBO
16.61|INSERCION SECUNDARIA DE IMPLANTACION OCULAR
16.62|REVISION Y REINSERCION DE IMPLANTACION OCULAR
16.63|REVISION DE CAVIDAD DE ENUCLEACION CON INJERTO
16.64|OTRA REVISION DE CAVIDAD DE ENUCLEACION
16.65|INJERTO SECUNDARIO A LA CAVIDAD DE EXENTERACION
16.66|OTRA REVISION DE LA CAVIDAD DE EXENTERACION
16.69|OTROS PROCEDIM. SECUNDARIOS DESPUES DE EXTIRPACION DE GLOBO
16.7|ELIMINACION DE IMPLANTACION OCULAR U ORBITAL
16.71|EXTRACCION DE IMPLANTACION OCULAR
16.72|EXTRACCION DE IMPLANTACION ORBITAL
16.8|REPARACION DE LESION DE GLOBO Y DE ORBITA
16.81|REPARACION DE HERIDA DE ORBITA
16.82|REPARACION DE RUPTURA DE GLOBO
16.89|OTRA REPARACION DE LESION DE GLOBO O DE ORBITA
16.9|OTRAS OPERACIONES SOBRE ORBITA Y GLOBO
16.91|INYECCION RETROBULBAR DE AGENTE TERAPEUTICO
16.92|EXCISION DE LESION DE ORBITA
16.93|EXCISION DE LESION DE OJO, ESTRUCTURA NO ESPECIFICADA
16.98|OTRAS OPERACIONES SOBRE ORBITA
16.99|OTRAS OPERACIONES SOBRE GLOBO
18|OPERACIONES SOBRE EL OIDO EXTERNO
18.0|INCISION DEL OIDO EXTERNO
18.01|PERFORACION DE LOBULO DEL OIDO
18.02|INCISION DEL OIDO EXTERNO
18.09|OTRA INCISION DEL OIDO EXTERNO
18.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE EL OIDO EXTERNO
18.11|OTOSCOPIA
18.12|BIOPSIA DE OIDO EXTERNO
18.19|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE OIDO EXTERNO
18.2|EXCISION O DESTRUCCION DE LESION DE OIDO EXTERNO
18.21|EXCISION DE SENO PREAURICULAR
18.29|EXCISION O DESTRUCCION DE OTRA LESION DEL OIDO EXTERNO
18.3|OTRA EXCISION DEL OIDO EXTERNO
18.31|EXCISION RADICAL DE LESION DEL OIDO EXTERNO
18.39|OTRA EXCISION DEL OIDO EXTERNO NCOC
18.4|SUTURA DE LACERACION DE OIDO EXTERNO
18.5|CORRECCION QUIRURGICA DE PABELLON AURICULAR PROMINENTE
18.6|RECONSTRUCCION DE CONDUCTO AUDITIVO EXTERNO
18.7|OTRA REPARACION PLASTICA DEL OIDO EXTERNO
18.71|RECONSTRUCCION DEL PABELLON DEL OIDO
18.72|REPOSICION DE OREJA AMPUTADA
18.79|OTRA REPARACION PLASTICA DE OIDO EXTERNO
18.9|OTRAS OPERACIONES SOBRE EL OIDO EXTERNO
19|OPERACIONES RECONSTRUCTIVAS SOBRE OIDO MEDIO
19.0|MOVILIZACION DEL ESTRIBO
19.1|ESTAPEDECTOMIA
19.11|ESTAPEDECTOMIA CON SUSTITUCION DE YUNQUE
19.19|OTRA ESTAPEDECTOMIA
19.2|REVISION DE ESTAPEDECTOMIA
19.21|REVISION DE ESTAPEDECTOMIA CON SUSTITUCION DE YUNQUE
19.29|OTRA REVISION DE ESTAPEDECTOMIA
19.3|OTRAS OPERACIONES SOBRE LA CADENA OSICULAR
19.4|MIRINGOPLASTIA
19.5|OTRA TIMPANOPLASTIA
19.52|TIMPANOPLASTIA TIPO II
19.53|TIMPANOPLASTIA TIPO III
19.54|TIMPANOPLASTIA TIPO IV
19.55|TIMPANOPLASTIA TIPO V
19.6|REVISION DE TIMPANOPLASTIA
19.9|OTRA REPARACION DE OIDO MEDIO
20|OTRAS OPERACIONES SOBRE EL OIDO MEDIO Y EL OIDO INTERNO
20.0|MIRINGOTOMIA
20.01|MIRINGOTOMIA CON INSERCCION DE TUBO
20.09|OTRA MIRINGOTOMIA
20.1|EXTRACCION DE TUBO DE TIMPANOSTOMIA
20.2|INCISION DE MASTOIDES Y OIDO MEDIO
20.21|INCISION DE MASTOIDES
20.22|INCISION DE CELULAS AEREAS DE LA PIRAMIDE PETROSA
20.23|INCISION DEL OIDO MEDIO
20.3|PROCEDIMIENTOS DIAGNOSTICOS SOBRE OIDO MEDIO Y OIDO INTERNO
20.31|ELECTROCOCLEGRAFIA
20.32|BIOPSIA DE OIDO MEDIO E INTERNO
20.39|OTROS PROCED.DIAGNOST.SOBRE EL OIDO MEDIO Y EL OIDO INTERNO
20.4|MASTOIDECTOMIA
20.41|MASTOIDECTOMIA SIMPLE
20.42|MASTOIDECTOMIA RADICAL
20.49|OTRA MASTOIDECTOMIA
20.5|OTRA EXCISION DEL OIDO MEDIO
20.51|EXCISION DE LESION DE OIDO MEDIO
20.59|OTRA EXCISION DEL OIDO MEDIO NCOC
20.6|FENESTRACION DEL OIDO INTERNO
20.61|FENESTRACION DEL OIDO INTERNO (INICIAL)
20.62|REVISION DE FENESTRACION DEL OIDO INTERNO
20.7|INCISION, EXCISION Y DESTRUCCION DEL OIDO INTERNO
20.71|DRENAJE ENDOLINFATICO
20.72|INYECCION EN OIDO INTERNO
20.79|OTRA INCISION, EXCISION Y DESTRUCCION DEL OIDO INTERNO
20.8|OPERACIONES SOBRE LA TROMPA DE EUSTAQUIO
20.9|OTRAS OPERACIONES SOBRE OIDO INTERNO Y OIDO MEDIO
20.91|TIMPANOSIMPATECTOMIA
20.92|REVISION DE MASTOIDECTOMIA
20.93|REPARACION DE LAS VENTANAS OVAL Y REDONDA
20.94|INYECCION DE TIMPANO
20.95|IMPLANTACION DE PROTESIS AUDITIVA ELECTROMAGNETICA
20.96|IMPLANTACION O SUSTITUCION DE PROTESIS COCLEAR N.E.O.F.
20.97|IMPLANTAC. O SUSTITUCION DE PROTESIS COCLEAR DE CANAL UNICO
20.98|IMPLANT. O SUSTIT. DE PROTESIS COCLEAR DE CANAL MULTIPLE
20.99|OTRAS OPERACIONES SOBRE EL OIDO MEDIO Y EL OIDO INTERNO
21|OPERACIONES SOBRE LA NARIZ
21.0|CONTROL DE EPISTAXIS
21.00|CONTROL DE EPISTAXIS, N. E. O. M.
21.01|CONTROL DE EPISTAXIS POR TAPONAMIENTO NASAL ANTERIOR
21.02|CONTROL DE EPISTAXIS POR TAPONAMIENTO POSTERIOR (Y ANTERIOR)
21.03|CONTROL DE EPISTAXIS POR CAUTERIZACION (Y TAPONAMIENTO)
21.04|CONTROL DE EPISTAXIS POR LIGADURA DE LAS ARTERIAS ETMOIDALES
21.05|CONT.DE EPIST.POR LIGA.DE LA ART.MAXILAR A TRAVES DEL ANTRO
21.06|CONTROL DE EPISTAXIS POR LIGADURA DE LA ARTERIA CAROTIDA EXT
21.07|C.EPIS.POR EXC.DE MUCOS.NASAL E INJER.PIEL TABIQUE Y PARED N
21.09|CONTROL DE EPISTAXIS POR OTROS MEDIOS
21.1|INCISION DE LA NARIZ
21.2|PROCEDIMIENTOS DIAGNOSTICOS SOBRE LA NARIZ
21.21|RINOSCOPIA
21.22|BIOPSIA DE NARIZ
21.29|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE LA NARIZ
21.3|EXCISION LOCAL O EXTIRPACION DE LESION DE NARIZ
21.30|EXCISION O EXTIRPACION DE LESION DE NARIZ, N. E. O. M.
21.31|EXCISION LOCAL O EXTIRPACION DE LESION INTRANASAL
21.32|EXCISION LOCAL O EXTIRPACION DE OTRA LESION DE NARIZ
21.4|RESECCION DE NARIZ
21.5|RESECCION SUBMUCOSA DEL TABIQUE NASAL
21.6|TURBINECTOMIA
21.61|TURBINECTOMIA POR DIATERMIA O CRIOCIRUGIA
21.62|FRACTURA DE LOS TURBINADOS
21.69|OTRA TURBINECTOMIA
21.7|REDUCCION DE FRACTURA NASAL
21.71|REDUCCION CERRADA DE FRACTURA NASAL
21.72|REDUCCION ABIERTA DE FRACTURA NASAL
21.8|OPERACIONES DE REPARACION Y CIRUGIA PLASTICA SOBRE LA NARIZ
21.81|SUTURA DE LACERACION DE NARIZ
21.82|CIERRE DE FISTULA NASAL
21.83|RECONSTRUCCION NASAL TOTAL
21.84|REVISION DE RINOPLASTIA
21.85|RINOPLASTIA DE AUMENTO
21.86|RINOPLASTIA LIMITADA
21.87|OTRA RINOPLASTIA
21.88|OTRA SEPTOPLASTIA
21.89|OTRAS OPERACIONES DE REPARACION Y OPERA.PLASTICAS S/LA NARIZ
21.9|OTRAS OPERACIONES SOBRE LA NARIZ
21.91|LISIS DE ADHERENCIAS DE NARIZ
21.99|OTRA REPARACION SOBRE LA NARIZ
22|OPERACIONES SOBRE SENOS NASALES
22.0|ASPIRACION Y LAVADO DE SENO NASAL
22.00|ASPIRACION Y LAVADO DE SENO NASAL, N. E. O. M.
22.01|PUNCION DE SENO NASAL PARA ASPIRACION O LAVADO
22.02|ASPIRACION O LAVADO DE SENO NASAL A TRAVES DE ORIFICIO NATUR
22.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE SENO NASAL
22.11|BIOPSIA DE SENO NASAL CERRADA [ENDOSCOPICA] [AGUJA]
22.12|BIOPSIA DE SENO NASAL ABIERTA
22.19|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE SENOS NASALES
22.2|ANTROTOMIA INTRANASAL
22.3|ANTROTOMIA MAXILAR EXTERNA
22.31|ANTROTOMIA MAXILAR RADICAL
22.39|OTRA ANTROTOMIA MAXILAR EXTERNA
22.4|SINUSOTOMIA Y SINOSECTOMIA FRONTALES
22.41|SINUSOTOMIA FRONTAL
22.42|SINUSECTOMIA FRONTAL
22.5|OTRA SINUSOTOMIA NASAL
22.50|SINUSOTOMIA, N. E. O. M.
22.51|ETMOIDOTOMIA
22.52|ESFENOIDOTOMIA
22.53|INCISION DE MULTIPLES SENOS NASALES
22.6|OTRA SINUSECTOMIA NASAL
22.60|SINUSECTOMIA, N. E. O. M.
22.61|EXCISION DE LESION DE SENO MAXILAR CON ACCESO CALDWELL-LUC
22.62|EXCISION DE LESION DE SENO MAXILAR CON OTRO ACCESO
22.63|ETMOIDECTOMIA
22.64|ESFENOIDECTOMIA
22.7|REPARACION DE SENO NASAL
22.71|CIERRE DE FISTULA DE SENO NASAL
22.79|OTRA REPARACION DE SENO NASAL
22.9|OTRAS OPERACIONES SOBRE SENOS NASALES
23|EXTRACCION Y RESTAURACION DE DIENTES
23.0|EXTRACCION DE DIENTE CON FORCEPS
23.01|EXTRACCION DE DIENTE CADUCO
23.09|EXTRACCION DE OTRO DIENTE
23.1|EXTRACCION QUIRURGICA DE DIENTE
23.11|EXTRACCION DE RAIZ RESIDUAL
23.19|OTRA EXTRACCION QUIRURGICA DE DIENTE
23.2|RESTAURACION DE DIENTE MEDIANTE OBTURACIONES
23.3|RESTAURACION DE DIENTE MEDIANTE INCRUSTACION
23.4|OTRA RESTAURACION DENTAL
23.41|APLICACION DE CORONA
23.42|INSERCION DE PUENTE FIJO
23.43|INSERCCION DE PUENTE REMOVIBLE
23.49|OTRARESTAURACION DENTAL
23.5|IMPLANTE DE DIENTE
23.6|IMPLANTE DENTAL PROTESICO
23.7|APICOECTOMIA Y TERAPIA DE CONDUCTO RADICULAR
23.70|CONDUCTO RADICULAR, N. E. O. M.
23.71|TERAPIA DE CONDUCTO RADICULAR CON IRRIGACION
23.72|TERAPIA DE CONDUCTO RADICULAR CON APICOECTOMIA
23.73|APICOECTOMIA
24|OTRAS OPERACIONES SOBRE DIENTES, ENCIAS Y ALVEOLOS
24.0|INCISION DE ENCIA O HUESO ALVEOLAR
24.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE DIENTES, ENCIAS Y ALVEOLOS
